hex_id,quarter,forecast_target_quarter,observation_count,intensity_lag_1_quarter,intensity_lag_2_quarters_sum,intensity_lag_4_quarters_sum,neighbor_intensity_lag_1_quarter,species_kernel_recent_intensity,predicted_intensity,hotspot_rank,hotspot_flag,habitat_context,forecast_horizon,environment_basis
hex_01009,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.0446254540472449,612,0,urban,next_quarter,realized
hex_01010,2026-01-01,2026-03-01,0,0.0,0.0,1.0,0.0,0.0,0.08004047316099984,168,0,urban,next_quarter,realized
hex_01011,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.06563181293723823,299,0,urban,next_quarter,realized
hex_01012,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.5,0.13197225474267849,0.09562866564069315,83,1,urban,next_quarter,realized
hex_01013,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.1319722547426787,0.08333499803271757,141,1,urban,next_quarter,realized
hex_01014,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.06025202806742799,364,0,urban,next_quarter,realized
hex_01015,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.06729657535508866,277,0,urban,next_quarter,realized
hex_01016,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.04101731769161727,676,0,urban,next_quarter,realized
hex_01017,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.043041108689722794,636,0,urban,next_quarter,realized
hex_01018,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.04352129851195933,628,0,urban,next_quarter,realized
hex_01019,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.027070282024594286,964,0,urban,next_quarter,realized
hex_01020,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.04453217440230543,615,0,urban,next_quarter,realized
hex_01021,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.015651862553279345,1196,0,urban,next_quarter,realized
hex_01022,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.013012917384918424,1257,0,urban,next_quarter,realized
hex_01023,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.009046220566313583,1326,0,mixed,next_quarter,realized
hex_01024,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.032378351003878265,871,0,urban,next_quarter,realized
hex_01025,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.03804030574300113,744,0,urban,next_quarter,realized
hex_01026,2026-01-01,2026-03-01,0,0.0,1.0,1.0,0.0,0.0,0.06731346532690047,276,0,urban,next_quarter,realized
hex_01027,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.04681304684184816,584,0,urban,next_quarter,realized
hex_01028,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.07359094836676917,217,0,urban,next_quarter,realized
hex_01029,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.06465921215063292,307,0,urban,next_quarter,realized
hex_01030,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.05932580775742062,374,0,urban,next_quarter,realized
hex_01031,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.1319722547426786,0.08256600651554562,147,1,urban,next_quarter,realized
hex_01032,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.5,0.13197225474267849,0.11257040495871326,41,1,urban,next_quarter,realized
hex_01033,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.05835518632997331,397,0,urban,next_quarter,realized
hex_01034,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.13197225474267868,0.08054221700158379,160,0,urban,next_quarter,realized
hex_01035,2026-01-01,2026-03-01,0,0.0,0.0,1.0,0.5,0.13197225474267849,0.07688098227957933,195,0,urban,next_quarter,realized
hex_01036,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.13197225474267868,0.07444172433423266,215,0,urban,next_quarter,realized
hex_01037,2026-01-01,2026-03-01,0,0.0,0.0,1.0,0.0,0.13197225474267849,0.09479051493990034,85,1,urban,next_quarter,realized
hex_01038,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.06265272502314162,334,0,urban,next_quarter,realized
hex_01039,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.052370133771993344,488,0,urban,next_quarter,realized
hex_01040,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.031194007006497375,890,0,urban,next_quarter,realized
hex_01041,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.04095619709758662,678,0,urban,next_quarter,realized
hex_01042,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.029853367916405034,916,0,urban,next_quarter,realized
hex_01043,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.028350571724638982,943,0,urban,next_quarter,realized
hex_01044,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.014184119880378755,1234,0,urban,next_quarter,realized
hex_01045,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.008143224562177542,1353,0,mixed,next_quarter,realized
hex_01046,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.02314769929330016,1041,0,urban,next_quarter,realized
hex_01047,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.03483080334278349,816,0,urban,next_quarter,realized
hex_01048,2026-01-01,2026-03-01,0,0.0,1.0,1.0,0.0,0.0,0.06691755276612331,282,0,urban,next_quarter,realized
hex_01049,2026-01-01,2026-03-01,0,0.0,0.0,0.0,0.0,0.0,0.0668896617101328,283,0,urban,next_quarter,realized
